id,first_name,gender,Age,visit_per_week,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,Mon
2928,Pamela,Female,29,5,,17:33:00,18:42:00,100,True
2929,Aldous,Male,39,2,"Cardio, chest",9:38:00,11:38:00,54,True
2930,Vita,Female,36,5,,13:57:00,14:41:00,67,True
2934,Dionis,Female,28,1,,13:53:00,15:44:00,101,True
2946,Fidelio,Male,25,5,,13:49:00,14:33:00,44,True
2947,Elladine,Female,36,1,,9:42:00,11:23:00,73,True
2950,Karyn,Female,43,1,"Leg, Leg",15:44:00,18:43:00,89,True
2951,Grayce,Female,33,4,"Arm, Core",11:36:00,12:31:00,175,True
2952,Ricky,Male,29,1,"Core, back, Cardio",19:21:00,20:04:00,127,True
2954,Ivor,Male,14,2,"Arm, back, back",15:27:00,18:03:00,115,True
2955,Menard,Male,38,2,chest,12:46:00,14:20:00,101,True
2960,Brenn,Female,20,5,,10:14:00,10:55:00,132,True
2961,Kellen,Female,31,4,,10:24:00,11:28:00,46,True
2964,Domenico,Male,14,4,,18:37:00,21:33:00,154,True
2968,Emalee,Female,46,3,,13:36:00,14:50:00,148,True
2971,Emma,Female,41,2,"Arm, back",16:37:00,18:37:00,54,True
2973,Nikos,Male,13,1,"chest, Cardio, back",16:41:00,18:40:00,169,True
2977,Zacherie,Male,34,5,chest,10:36:00,13:26:00,50,True
2978,Tremaine,Male,48,5,,19:00:00,19:33:00,98,True
2980,Quillan,Male,41,3,"back, Leg",17:47:00,19:20:00,91,True
2981,Georgie,Female,35,4,Core,14:52:00,16:57:00,103,True
2983,Benyamin,Male,26,5,"Cardio, Arm, Leg",19:22:00,22:15:00,154,True
2987,Hadria,Female,31,1,,19:04:00,20:26:00,130,True
2994,Averill,Male,20,1,"Cardio, Arm",19:50:00,20:24:00,144,True
2997,Elaina,Female,41,3,"Core, chest",9:14:00,12:01:00,53,True
2998,Humfried,Male,27,1,,17:21:00,20:21:00,105,True
3001,Fey,Female,49,4,"back, chest",19:31:00,21:29:00,63,True
3004,Darren,Male,49,4,,9:54:00,12:00:00,143,True
3011,Conrade,Male,31,3,,13:50:00,15:58:00,42,True
3012,Ely,Male,47,1,Cardio,10:12:00,11:46:00,134,True
3013,Celine,Female,43,1,"Core, back, chest",17:04:00,18:48:00,105,True
3016,Katya,Female,38,5,"Leg, Core",17:28:00,19:02:00,153,True
3021,Biddie,Female,36,3,,8:19:00,11:12:00,158,True
3024,Mar,Male,41,3,,14:34:00,15:13:00,137,True
3027,Kenon,Male,23,3,"Core, Leg, Core",15:01:00,16:51:00,39,True
3028,Wat,Male,39,2,"chest, Leg, Leg",19:41:00,22:36:00,44,True
3031,Keith,Male,26,3,,10:01:00,12:13:00,70,True
3032,Nataniel,Male,47,3,,20:53:00,21:34:00,50,True
3033,Hestia,Female,14,5,Cardio,10:23:00,11:43:00,32,True
3034,Trudi,Female,39,1,Core,14:42:00,16:45:00,157,True
3035,Alf,Male,26,4,,18:15:00,19:07:00,46,True
3045,Sigismond,Male,43,2,,9:57:00,10:49:00,173,True
3047,Sigfrid,Male,29,3,,15:02:00,16:06:00,155,True
3048,Dick,Male,48,4,"back, back, Leg",16:29:00,17:17:00,89,True
3051,Maximilianus,Male,45,5,,9:43:00,12:09:00,71,True
3052,Nathanil,Male,13,1,"chest, Leg",20:58:00,23:44:00,172,True
3055,Chadd,Male,32,5,"Leg, back, chest",15:49:00,17:54:00,72,True
3056,Paten,Male,18,3,,17:13:00,18:53:00,119,True
3058,Benton,Male,22,4,"chest, Leg, back",12:19:00,12:56:00,51,True
3059,Gus,Male,14,4,"back, Core, Leg",10:40:00,13:24:00,139,True
3061,Eulalie,Female,23,1,,18:30:00,21:01:00,116,True
3068,Shelden,Male,38,3,"Leg, Cardio",13:04:00,15:03:00,60,True
3069,Carver,Male,28,2,Core,9:04:00,11:29:00,135,True
3073,Guillaume,Male,45,2,,17:06:00,19:52:00,142,True
3074,Bone,Male,44,3,,20:17:00,22:56:00,93,True
3075,Florry,Female,13,1,,9:57:00,12:07:00,134,True
3078,Boigie,Male,19,3,"Core, back, chest",16:16:00,18:36:00,166,True
3081,Orv,Male,38,1,,12:35:00,14:44:00,82,True
3084,Rusty,Male,39,3,"back, Arm, Leg",9:15:00,12:06:00,35,True
3086,Kailey,Female,37,3,"chest, Core, back",20:29:00,22:52:00,52,True
3088,Karolina,Female,22,2,,11:29:00,12:29:00,122,True
3090,Henrie,Female,16,4,,11:13:00,11:44:00,165,True
3091,Perri,Female,19,3,,13:04:00,13:50:00,160,True
3093,Nicolle,Female,34,4,"chest, back",9:55:00,12:27:00,39,True
3097,Barnebas,Male,40,1,,14:16:00,15:12:00,178,True
3102,Shayna,Female,28,4,"chest, Leg, Core",17:42:00,18:58:00,152,True
3111,Irena,Female,19,4,"Arm, Leg, chest",17:43:00,20:14:00,42,True
3116,Esra,Male,37,5,,19:08:00,21:25:00,130,True
3118,Esra,Male,14,3,,8:23:00,11:10:00,114,True
3120,Selle,Female,16,5,,14:55:00,15:47:00,79,True
3121,Robinetta,Female,48,4,"chest, back, Cardio",19:19:00,20:10:00,38,True
3122,Corrie,Female,17,3,"back, Cardio, back",20:09:00,21:59:00,147,True
3123,Carmencita,Female,29,2,,9:46:00,10:59:00,96,True
3125,Jae,Male,35,3,,14:09:00,15:20:00,86,True
3126,Iago,Male,43,1,,8:40:00,9:44:00,62,True
3128,Lian,Female,42,3,,14:23:00,16:17:00,94,True
3129,Bradney,Male,13,2,Leg,12:24:00,14:58:00,170,True
3130,Cody,Male,49,5,,19:40:00,20:13:00,61,True
3133,Gearalt,Male,36,4,Core,11:35:00,14:04:00,35,True
3134,Pooh,Female,14,5,"Leg, Leg, Core",9:31:00,10:47:00,155,True
3136,Helga,Female,18,5,,16:51:00,18:58:00,97,True
3137,Marga,Female,45,1,,10:32:00,11:36:00,81,True
3142,Rosalinde,Female,32,4,Leg,8:13:00,10:45:00,126,True
3143,Ginnifer,Female,37,2,,17:21:00,19:50:00,30,True
3144,Rickard,Male,49,1,Core,20:30:00,22:23:00,58,True
3146,Julina,Female,49,5,"Core, chest, back",20:23:00,23:12:00,101,True
3147,Timothee,Male,28,3,"Leg, Core",18:19:00,20:47:00,69,True
3150,Cirilo,Male,38,5,,16:10:00,19:07:00,158,True
3151,Alberto,Male,31,4,"Cardio, back",20:15:00,23:04:00,91,True
3152,Marion,Male,20,2,,20:44:00,22:48:00,162,True
3154,Burke,Male,19,4,"back, Core",11:18:00,14:07:00,85,True
3156,Jocelyne,Female,13,4,,18:54:00,20:00:00,60,True
3162,Peder,Male,24,4,,17:00:00,19:23:00,166,True
3164,Quincy,Male,36,4,,17:41:00,19:32:00,64,True
3165,Christian,Male,34,2,"Core, back, chest",14:45:00,16:53:00,34,True
3166,Bordie,Male,17,5,,20:34:00,21:42:00,90,True
3167,Nessie,Female,12,4,"Leg, Cardio, back",9:55:00,11:08:00,73,True
3170,Rodger,Male,24,2,,12:12:00,13:58:00,165,True
3176,Burty,Male,41,2,,9:34:00,11:21:00,47,True
3177,Nadean,Female,28,2,,9:56:00,12:45:00,87,True
3180,Nolly,Male,28,2,back,8:33:00,9:21:00,98,True
3181,Jeremiah,Male,27,5,"back, Core",10:50:00,13:48:00,164,True
3184,Klement,Male,31,2,,17:58:00,19:31:00,40,True
3185,Webb,Male,13,1,"Leg, Arm, back",9:20:00,11:42:00,52,True
3187,Salvidor,Male,35,5,Cardio,19:49:00,22:43:00,48,True
3188,Ethelyn,Female,13,5,back,8:21:00,10:01:00,40,True
3189,Terry,Male,49,3,"Leg, Core, chest",11:28:00,12:31:00,35,True
3190,Nealy,Male,25,3,,14:47:00,17:45:00,79,True
3191,Cirstoforo,Male,40,3,,13:48:00,14:42:00,79,True
3192,Kaye,Female,47,3,,17:07:00,19:15:00,38,True
3193,Candie,Female,34,4,"Core, Arm",13:57:00,16:42:00,109,True
3195,Ferd,Male,12,4,,11:23:00,14:13:00,143,True
3196,Kendrick,Male,38,2,,20:01:00,21:55:00,167,True
3198,Bret,Male,31,5,chest,13:00:00,14:21:00,81,True
3201,Sheffield,Male,25,4,"Arm, Cardio",13:31:00,14:48:00,151,True
3204,Roderigo,Male,40,4,"Cardio, Leg",17:13:00,17:49:00,119,True
3207,Heall,Male,12,3,"Leg, back, Leg",11:47:00,13:43:00,124,True
3208,Willey,Male,16,2,Leg,11:28:00,12:06:00,30,True
3209,Earl,Male,25,4,,19:07:00,21:40:00,98,True
3210,Trstram,Male,27,5,,17:44:00,19:53:00,56,True
3213,Patrizio,Male,26,4,Core,12:58:00,14:21:00,149,True
3215,Mindy,Female,28,5,"back, back",8:17:00,9:19:00,51,True
3218,Rubina,Female,45,4,"chest, back",18:01:00,18:31:00,34,True
3219,Harland,Male,39,3,"Leg, back",14:59:00,16:48:00,179,True
3220,Any,Male,49,5,,20:57:00,23:26:00,30,True
3223,Mata,Male,23,3,,20:23:00,21:18:00,87,True
3225,Cletis,Male,18,5,,20:08:00,21:33:00,60,True
3227,Lenka,Female,20,4,"Core, Cardio",20:37:00,21:32:00,108,True
3229,Harper,Male,26,3,,20:39:00,21:33:00,103,True
3231,Onofredo,Male,12,5,,17:53:00,18:59:00,88,True
3232,Bennett,Male,13,1,"Core, Core",15:16:00,17:16:00,157,True
3236,Idell,Female,23,1,chest,15:45:00,17:41:00,60,True
3238,Irene,Female,46,4,"Cardio, Cardio",20:15:00,22:22:00,145,True
3246,Kary,Female,48,1,,9:12:00,11:51:00,48,True
3252,Margarita,Female,33,3,"chest, Arm, Leg",10:17:00,11:19:00,74,True
3258,Bronnie,Male,15,4,,19:49:00,22:01:00,137,True
3259,Muire,Female,23,5,,10:02:00,11:33:00,171,True
3260,Jaquelyn,Female,21,3,,8:20:00,11:05:00,164,True
3264,Padraig,Male,28,3,,15:42:00,16:34:00,144,True
3265,Reina,Female,34,5,,19:52:00,20:36:00,123,True
3266,Prudence,Female,14,3,"Core, back, chest",18:07:00,19:57:00,137,True
3267,Bertie,Female,16,1,,11:33:00,12:31:00,52,True
3269,Vinny,Male,16,1,,9:59:00,10:31:00,87,True
3274,Elset,Female,13,5,"Cardio, Core, Core",19:30:00,22:11:00,172,True
3275,Gunther,Male,46,3,,9:38:00,12:26:00,47,True
3279,Mathilda,Female,36,3,,10:43:00,13:06:00,91,True
3282,Daniel,Male,40,1,Core,12:25:00,14:41:00,148,True
3283,Dionis,Female,22,3,Cardio,14:55:00,15:32:00,73,True
3286,Dimitry,Male,21,5,,20:16:00,22:00:00,141,True
3288,Piggy,Male,17,3,,17:30:00,18:03:00,143,True
3289,Gwendolin,Female,25,4,"Core, back",8:53:00,11:36:00,162,True
3290,Chelsy,Female,29,1,"Core, back, Leg",15:52:00,16:37:00,177,True
3291,Barbi,Female,39,5,,9:49:00,11:52:00,135,True
3295,Abbie,Male,15,1,,15:28:00,17:03:00,153,True
3297,Georas,Male,25,1,,17:29:00,18:11:00,82,True
3298,Nicki,Female,34,3,,19:17:00,21:29:00,128,True
3299,Avis,Female,19,4,,12:31:00,13:28:00,164,True
3301,Amalea,Female,35,3,"back, Leg, chest",13:06:00,13:43:00,160,True
3304,Godfry,Male,45,2,,13:53:00,16:36:00,169,True
3305,Alfie,Male,41,5,"Leg, Leg, back",8:48:00,11:29:00,169,True
3307,Elora,Female,30,3,,17:30:00,19:56:00,169,True
3312,Taite,Male,36,1,"Cardio, Leg",17:41:00,19:28:00,55,True
3314,Worden,Male,36,5,,19:20:00,20:48:00,39,True
3317,Willie,Male,30,1,,11:06:00,12:27:00,130,True
3320,Lavinia,Female,31,3,Arm,9:36:00,11:51:00,44,True
3323,Benjamin,Male,36,4,Leg,17:11:00,18:30:00,66,True
3324,Belicia,Female,49,4,"Cardio, Arm, Leg",19:16:00,19:48:00,101,True
3328,Lexine,Female,43,1,,13:52:00,16:23:00,96,True
3334,Keelby,Male,48,1,,17:29:00,18:04:00,178,True
3338,Jarib,Male,47,4,Core,10:06:00,13:03:00,42,True
3341,Rita,Female,13,3,,14:02:00,14:37:00,47,True
3342,Orren,Male,46,2,"Arm, Core, Leg",17:57:00,19:48:00,113,True
3346,Domeniga,Female,45,3,back,12:17:00,12:55:00,142,True
3347,Valentine,Female,27,3,,16:51:00,17:42:00,73,True
3350,Joelie,Female,40,5,"Cardio, Core, Arm",16:20:00,18:55:00,165,True
3358,Carla,Female,49,4,Core,18:06:00,18:36:00,32,True
3361,Leilah,Female,42,5,"Leg, back",20:04:00,22:37:00,171,True
3362,Melli,Female,40,2,Cardio,11:51:00,12:21:00,121,True
3366,Nicolais,Male,34,1,,10:31:00,13:18:00,133,True
3372,Ilyse,Female,35,2,"Leg, back, Leg",11:18:00,12:58:00,150,True
3374,Portia,Female,24,1,Arm,17:43:00,19:19:00,171,True
3375,Kelley,Male,29,5,,16:54:00,19:18:00,49,True
3377,Parke,Male,27,2,,14:36:00,16:16:00,66,True
3381,Ronald,Male,20,5,,18:01:00,20:07:00,92,True
3387,Woody,Male,31,5,"Core, chest",19:08:00,20:29:00,135,True
3391,Cordelie,Female,14,2,,13:34:00,15:09:00,145,True
3392,Dreddy,Female,19,3,"Leg, Arm",8:25:00,9:19:00,172,True
3393,Lenna,Female,48,1,"Core, back, chest",10:09:00,11:45:00,98,True
3400,Logan,Male,16,5,"back, chest",13:02:00,13:54:00,94,True
3404,Ronna,Female,36,3,"back, Leg, Leg",11:02:00,13:55:00,154,True
3406,Leela,Female,27,4,"Cardio, back",13:03:00,15:14:00,89,True
3411,Aeriell,Female,44,5,,11:53:00,14:08:00,48,True
3414,Truda,Female,42,4,"chest, back, Cardio",12:26:00,13:36:00,67,True
3416,Olag,Male,37,2,Cardio,19:37:00,20:28:00,167,True
3418,Stafani,Female,32,5,,19:37:00,22:32:00,172,True
3423,Koren,Female,42,4,"Core, Cardio, Leg",18:48:00,20:55:00,32,True
3428,Ainslie,Female,33,1,"Cardio, Core",14:06:00,14:52:00,70,True
3429,Basil,Male,48,2,"back, Arm",17:57:00,18:55:00,175,True
3431,Willard,Male,32,2,Core,16:01:00,17:47:00,178,True
3432,Reed,Male,28,4,"back, Leg, Cardio",10:56:00,11:54:00,46,True
3434,Sabra,Female,44,2,,18:14:00,20:34:00,84,True
3438,Averil,Male,27,1,,17:18:00,18:55:00,165,True
3441,Risa,Female,29,2,"Leg, chest",16:41:00,19:14:00,106,True
3444,Orville,Male,48,3,,18:40:00,20:17:00,136,True
3447,Wittie,Male,44,4,,9:14:00,10:45:00,165,True
3448,Jean,Female,41,4,,17:22:00,19:06:00,87,True
3450,Hunter,Male,43,4,"Leg, chest, Core",19:08:00,21:45:00,51,True
3451,Cherish,Female,43,5,chest,14:27:00,15:02:00,90,True
3452,Augusta,Female,15,5,Leg,16:21:00,19:15:00,55,True
3454,Philippine,Female,30,5,Leg,18:14:00,18:57:00,90,True
3456,Preston,Male,35,5,back,14:55:00,17:48:00,99,True
3458,Edi,Female,25,1,Cardio,11:37:00,14:27:00,60,True
3459,Ancell,Male,42,2,,18:28:00,20:43:00,110,True
3461,Gianni,Male,41,4,"Core, Leg",19:07:00,21:51:00,98,True
3463,Sidoney,Female,44,1,,18:15:00,19:15:00,34,True
3466,Krystle,Female,25,4,,17:47:00,19:00:00,165,True
3467,Gregorio,Male,12,1,chest,8:25:00,11:08:00,58,True
3468,Nananne,Female,15,4,,9:56:00,11:16:00,102,True
3469,Decca,Male,13,1,Cardio,13:39:00,15:34:00,72,True
3474,Walker,Male,29,4,"chest, Leg",16:59:00,18:50:00,104,True
3477,Melisa,Female,26,5,,9:43:00,12:22:00,52,True
3479,Ingamar,Male,42,2,,12:23:00,13:22:00,161,True
3480,Ikey,Male,42,5,"Core, back",11:46:00,14:15:00,133,True
3487,Mariam,Female,24,1,"chest, Leg",15:44:00,16:57:00,157,True
3488,Hodge,Male,14,5,,17:52:00,18:45:00,138,True
3489,Huntley,Male,36,4,,12:42:00,14:00:00,139,True
3493,Elka,Female,14,1,"back, Arm",15:14:00,17:55:00,117,True
3498,Dall,Male,25,3,"chest, Leg, back",10:38:00,12:41:00,36,True
3500,Esdras,Male,18,4,,14:34:00,15:55:00,136,True
3501,Gib,Male,12,5,"Cardio, chest",19:22:00,21:24:00,114,True
3503,Sib,Female,40,1,,15:10:00,16:35:00,121,True
3510,Minor,Male,14,3,"Cardio, back, Cardio",12:56:00,14:40:00,67,True
3512,Jarred,Male,48,2,"Core, Cardio",19:02:00,21:52:00,70,True
3514,Darcee,Female,13,5,"Core, back, Arm",12:43:00,15:19:00,74,True
3517,Alec,Male,21,2,,8:44:00,9:25:00,104,True
3522,Calypso,Female,14,4,"Core, chest",20:25:00,22:12:00,119,True
3525,Charisse,Female,33,4,,18:22:00,19:32:00,33,True
3527,Flora,Female,23,4,,11:15:00,13:25:00,92,True
3528,Yetty,Female,23,3,"chest, Arm",8:27:00,9:33:00,38,True
3530,Sandy,Female,19,1,"back, chest",19:59:00,20:45:00,65,True
3532,Skell,Male,31,4,"chest, back, Core",16:04:00,17:35:00,63,True
3534,Rabbi,Male,17,4,,14:53:00,17:50:00,70,True
3536,Giselbert,Male,39,1,,16:05:00,17:44:00,81,True
3537,Jane,Female,44,5,"chest, chest, Leg",10:22:00,10:58:00,52,True
3539,Dru,Male,48,4,Core,17:08:00,17:43:00,142,True
3541,Solomon,Male,30,1,,16:59:00,18:44:00,64,True
3542,Cicily,Female,17,4,"Core, Arm, back",11:55:00,13:56:00,39,True
3544,Bianca,Female,27,4,"chest, back, Core",9:49:00,12:29:00,100,True
3547,Papageno,Male,26,3,,16:19:00,18:58:00,53,True
3553,Consalve,Male,26,1,"back, Core",18:23:00,19:31:00,66,True
3554,Kit,Female,35,3,"chest, Arm",18:15:00,20:02:00,106,True
3555,Garner,Male,18,3,"chest, Cardio",19:22:00,21:45:00,154,True
3556,Audra,Female,21,1,,10:32:00,11:40:00,34,True
3557,Hatti,Female,22,3,"Cardio, chest, back",10:36:00,12:53:00,156,True
3562,Gerladina,Female,49,5,"back, Core, chest",12:52:00,15:16:00,88,True
3563,Filippa,Female,46,3,,18:39:00,20:06:00,56,True
3566,Kathy,Female,41,2,,9:56:00,12:06:00,178,True
3567,Verile,Female,26,4,back,19:09:00,21:43:00,128,True
3568,Amye,Female,32,4,,10:41:00,11:48:00,109,True
3569,Pasquale,Male,19,3,"back, Cardio, Leg",20:28:00,22:32:00,117,True
3572,Sheila,Female,17,5,"Leg, Cardio",17:04:00,18:45:00,134,True
3577,Yelena,Female,37,5,,10:26:00,12:39:00,124,True
3579,Nickey,Male,30,1,,19:50:00,22:25:00,63,True
3580,Freedman,Male,17,3,"Leg, back, chest",16:10:00,17:29:00,101,True
3581,Albert,Male,15,4,,15:25:00,18:06:00,170,True
3584,Dallis,Male,15,4,,10:48:00,11:32:00,180,True
3586,Roosevelt,Male,32,2,,8:13:00,9:28:00,100,True
3589,Adham,Male,47,2,,14:06:00,15:33:00,30,True
3596,Darius,Male,33,5,,20:46:00,23:33:00,42,True
3597,Holly,Male,43,2,,18:52:00,21:05:00,52,True
3599,Weber,Male,43,2,,8:35:00,10:58:00,148,True
3604,Mirella,Female,40,5,,18:42:00,21:12:00,39,True
3605,Joey,Male,19,2,"Arm, Leg",17:42:00,18:39:00,137,True
3608,Ekaterina,Female,16,3,Arm,8:46:00,9:19:00,38,True
3609,Marrissa,Female,48,1,"chest, Leg, Core",17:33:00,20:22:00,151,True
3610,Neda,Female,35,5,"back, Arm",14:03:00,16:44:00,49,True
3612,Alameda,Female,47,5,,13:42:00,14:20:00,140,True
3613,Emlen,Male,30,2,"Core, Core, back",17:32:00,19:31:00,151,True
3614,Phineas,Male,15,2,,9:37:00,11:16:00,164,True
3618,Earlie,Male,16,2,,20:35:00,21:51:00,104,True
3620,Geneva,Female,29,5,"Core, Core",10:26:00,11:50:00,134,True
3622,Glory,Female,20,1,"back, Arm",15:30:00,16:19:00,80,True
3623,Merralee,Female,41,3,back,8:25:00,9:12:00,92,True
3624,Willie,Male,35,3,,8:39:00,9:36:00,36,True
3625,Olympie,Female,39,4,,19:28:00,20:35:00,171,True
3626,Warren,Male,18,4,"Cardio, Arm",16:57:00,18:59:00,113,True
3628,Welbie,Male,26,3,,16:53:00,18:40:00,162,True
3630,Pablo,Male,40,3,,14:29:00,16:53:00,68,True
3631,Cordy,Female,35,3,,8:50:00,10:06:00,65,True
3633,Trula,Female,34,3,Leg,14:42:00,16:22:00,137,True
3634,Nina,Female,16,1,,16:51:00,18:00:00,65,True
3640,Romola,Female,21,3,"chest, Cardio",10:00:00,11:01:00,41,True
3643,Dilan,Male,31,4,"Arm, Core, back",20:31:00,23:05:00,99,True
3644,Catlee,Female,47,5,"Leg, chest, chest",12:54:00,13:26:00,49,True
3650,Holly,Male,33,5,"back, chest, Leg",14:54:00,17:17:00,49,True
3651,Bradley,Male,29,4,,20:36:00,21:48:00,118,True
3652,Jermayne,Male,35,2,,11:06:00,13:25:00,180,True
3656,Barbabas,Male,30,5,"back, Cardio, chest",17:13:00,19:26:00,72,True
3658,Westleigh,Male,47,1,,19:23:00,21:04:00,60,True
3659,Ailina,Female,48,1,,18:02:00,19:23:00,91,True
3665,Myrah,Female,35,3,chest,11:45:00,12:19:00,76,True
3669,Ashia,Female,34,1,"Arm, Leg",19:04:00,20:13:00,173,True
3670,Carmencita,Female,12,4,"Leg, Cardio",9:17:00,10:59:00,101,True
3671,Gery,Male,39,1,,12:36:00,13:56:00,117,True
3673,Tomi,Female,18,1,back,10:49:00,11:21:00,162,True
3674,Yehudit,Male,28,2,"Arm, back, Cardio",20:16:00,21:57:00,176,True
3677,Tonia,Female,20,5,chest,9:06:00,10:41:00,102,True
3680,Farlee,Male,32,1,"Cardio, back",16:33:00,19:17:00,125,True
3682,Maximilien,Male,35,5,,10:54:00,13:07:00,66,True
3688,Lyn,Male,25,2,,20:25:00,22:44:00,137,True
3689,Elke,Female,14,3,,9:47:00,12:08:00,164,True
3690,Simmonds,Male,35,2,,13:10:00,14:21:00,89,True
3693,Mignonne,Female,42,5,,17:34:00,19:15:00,147,True
3697,Alejandro,Male,44,5,"chest, Arm, Leg",10:31:00,12:14:00,54,True
3698,Morgan,Male,48,5,,14:52:00,15:55:00,137,True
3700,Alana,Female,29,5,,16:35:00,17:44:00,107,True
3702,Rudiger,Male,32,3,,10:22:00,12:17:00,38,True
3705,Edvard,Male,21,3,"Arm, Core",17:29:00,19:09:00,67,True
3707,Grove,Male,23,4,Core,13:31:00,14:16:00,179,True
3710,Kayley,Female,39,1,"chest, Core, Cardio",10:54:00,12:00:00,111,True
3711,Nelli,Female,36,1,"Core, Leg, Cardio",9:57:00,12:44:00,82,True
3712,Paul,Male,41,4,"Core, Leg",13:12:00,14:47:00,93,True
3715,Brant,Male,26,5,,12:02:00,14:59:00,43,True
3716,Emiline,Female,19,1,Leg,18:15:00,18:56:00,37,True
3719,Pren,Male,19,5,,8:33:00,10:02:00,33,True
3720,Lloyd,Male,25,1,"back, Leg, back",19:42:00,21:46:00,72,True
3726,Sebastien,Male,25,4,,10:54:00,12:03:00,93,True
3731,Caitrin,Female,24,3,Core,9:10:00,9:44:00,89,True
3733,Cirilo,Male,18,4,chest,18:15:00,18:59:00,135,True
3734,Konrad,Male,28,5,,9:13:00,12:11:00,113,True
3735,Georgeta,Female,17,4,"Arm, chest",9:24:00,10:07:00,156,True
3737,Feodor,Male,24,1,,8:43:00,11:19:00,129,True
3738,Dorian,Female,19,1,back,11:21:00,13:01:00,38,True
3739,Carmelia,Female,42,5,,15:28:00,17:17:00,52,True
3740,Kellsie,Female,47,4,,11:16:00,13:42:00,159,True
3743,Bartie,Male,49,1,"Cardio, Core",20:28:00,20:59:00,62,True
3745,Lonna,Female,28,5,"chest, Cardio",13:37:00,15:12:00,91,True
3750,Agnese,Female,13,2,"chest, back, chest",10:28:00,11:32:00,97,True
3752,Daile,Female,34,4,,8:05:00,10:17:00,116,True
3754,Vida,Female,40,2,,15:13:00,16:46:00,159,True
3756,Orv,Male,28,3,"chest, Cardio, Arm",19:23:00,22:04:00,78,True
3758,Gabbi,Female,27,4,,15:16:00,16:04:00,180,True
3759,Ricki,Male,41,5,"back, Leg, chest",13:19:00,16:18:00,91,True
3760,Simmonds,Male,38,2,"Core, Leg",9:29:00,11:20:00,30,True
3763,Gabbie,Female,25,1,Cardio,15:39:00,18:01:00,171,True
3767,Lin,Male,15,1,,13:07:00,14:15:00,64,True
3769,Glynda,Female,28,4,"Arm, Core",13:25:00,14:52:00,74,True
3772,Robbi,Female,41,3,,20:52:00,21:49:00,94,True
3773,Willis,Male,21,1,"Leg, Cardio, Cardio",18:25:00,21:08:00,123,True
3775,Odella,Female,31,1,Cardio,9:35:00,11:04:00,135,True
3776,Shannan,Male,44,3,,18:44:00,20:27:00,163,True
3778,Zacharias,Male,27,2,Cardio,20:17:00,22:50:00,126,True
3788,Kane,Male,23,2,,19:44:00,21:05:00,133,True
3789,Starlin,Female,15,3,,17:08:00,17:44:00,167,True
3794,Vallie,Female,24,1,,17:17:00,18:20:00,180,True
3795,Jeremie,Male,30,4,"Cardio, chest, Leg",12:59:00,15:02:00,164,True
3797,Alley,Male,34,5,Leg,9:41:00,10:37:00,86,True
3798,Donall,Male,15,1,chest,20:44:00,22:06:00,177,True
3799,Helen-elizabeth,Female,43,3,"Leg, chest",9:11:00,9:43:00,166,True
3800,Roxy,Female,14,2,,9:21:00,11:58:00,138,True
3802,Kristan,Female,43,5,Leg,8:00:00,9:26:00,34,True
3806,Beatriz,Female,34,3,,16:13:00,18:08:00,83,True
3807,Ardelis,Female,24,3,"back, Arm",19:35:00,20:13:00,137,True
3808,Sosanna,Female,48,3,,16:32:00,18:06:00,139,True
3810,Neils,Male,43,5,chest,14:19:00,17:03:00,151,True
3813,Johnathan,Male,43,4,,14:07:00,14:43:00,81,True
3815,Ranee,Female,42,4,,14:12:00,14:45:00,124,True
3816,Benoit,Male,47,4,,12:18:00,13:31:00,135,True
3817,Ailee,Female,49,3,,17:06:00,19:24:00,118,True
3819,Vi,Female,19,1,,8:23:00,11:19:00,52,True
3822,Mischa,Male,17,5,,19:44:00,21:50:00,135,True
3823,Viola,Female,45,4,,16:33:00,18:53:00,178,True
3824,Junie,Female,14,4,,17:59:00,19:01:00,147,True
3827,WArm,Male,35,4,"Leg, Cardio, back",14:33:00,17:08:00,133,True
3830,Micky,Male,24,4,"Cardio, back",12:05:00,14:43:00,84,True
3837,Gal,Male,40,4,,19:11:00,21:53:00,160,True
3839,Ynes,Female,24,2,,8:54:00,9:43:00,79,True
3842,Gale,Female,32,3,Cardio,9:47:00,11:34:00,48,True
3849,Carol,Female,27,4,"Cardio, Core",16:37:00,17:58:00,175,True
3850,Reinhold,Male,39,4,"Cardio, chest, Leg",14:56:00,15:38:00,73,True
3852,Laraine,Female,13,2,,15:43:00,17:40:00,121,True
3855,Gordie,Male,16,1,,12:10:00,14:06:00,94,True
3861,Tasia,Female,41,3,"chest, Leg",14:22:00,17:22:00,157,True
3862,Zackariah,Male,20,5,"Cardio, chest",17:19:00,19:17:00,125,True
3864,Malchy,Male,14,4,"chest, chest, Core",16:01:00,17:34:00,89,True
3867,Anderea,Female,33,5,Cardio,16:05:00,17:13:00,80,True
3871,Annora,Female,26,2,"Core, Core, Cardio",12:21:00,14:19:00,114,True
3876,Ramona,Female,48,1,Leg,18:32:00,19:44:00,67,True
3878,Elisa,Female,26,3,,14:04:00,16:59:00,131,True
3881,Alexei,Male,48,1,,10:46:00,11:40:00,166,True
3884,Wayland,Male,47,1,Arm,16:18:00,19:07:00,35,True
3885,Biddy,Female,33,5,,14:33:00,16:21:00,70,True
3886,Cathryn,Female,41,1,"Arm, chest",15:47:00,16:56:00,146,True
3889,Wilt,Male,19,5,Leg,11:41:00,13:52:00,88,True
